,Mnemonic,SpeciesNANme,OrigiNANlSource,Site,Date,Tag,HeightOfMeasurement,Diameter,Height,CrowNANrea
4219,hybapr,Pombalia prunifolia,WrightBCI2007,BCI50ha,NAN,220860,NAN,7.4,4.66,14.52201204
4220,hybapr,Pombalia prunifolia,WrightGigante1998,Gigante,NAN,11901,NAN,2.5,4.28,NAN
4221,hybapr,Pombalia prunifolia,WrightGigante1998,Gigante,NAN,47105,NAN,1.4,3.31,NAN
4222,hybapr,Pombalia prunifolia,WrightGigante1998,Gigante,NAN,6393,NAN,1.5,2.95,NAN
4223,hybapr,Pombalia prunifolia,WrightGigante1998,Gigante,NAN,7561,NAN,2.5,4.98,NAN
4224,hybapr,Pombalia prunifolia,OBrienBCI1993,BCI50ha,NAN,403357,NAN,1.7,2.65,2.775911269
4225,hybapr,Pombalia prunifolia,WrightGigante1998,Gigante,NAN,11568,NAN,1.8,3.74,NAN
4226,hybapr,Pombalia prunifolia,WrightGigante1998,Gigante,NAN,8511,NAN,2.6,3.6,NAN
4227,hybapr,Pombalia prunifolia,WrightGigante1998,Gigante,NAN,8463,NAN,2.9,5.2,NAN
4228,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,168344,NAN,36.2,26.84207603,NAN
4229,hyeral,Hieronyma alchorneoides,MullerLandauBCI2014,BCI50ha,20150625,1957,3.8,71.9,34.93299866,534.5
4230,hyeral,Hieronyma alchorneoides,MullerLandauBCI2014,BCI50ha,20150625,2920,3.8,88.2,39.61000061,218.4
4231,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,1957,NAN,71.9,26.9,NAN
4232,hyeral,Hieronyma alchorneoides,MullerLandauBCI2014,BCI50ha,20150522,4366,6.2,86.6,21.64299965,190.9
4233,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,5331,NAN,96.7,32.1,NAN
4234,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,4301,NAN,88.2,36.4,NAN
4235,hyeral,Hieronyma alchorneoides,BohlmanBCI1997,BCI50ha,NAN,6866,NAN,57.5,28.88,121.1526933
4236,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,5686,NAN,106.9,38.1,NAN
4237,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,3107,NAN,84,33.1,NAN
4238,hyeral,Hieronyma alchorneoides,WrightBCI2007,BCI50ha,NAN,5686,NAN,106.9,35.19793528,378.3575445
4239,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,198733,NAN,11.1,12,NAN
4240,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,263126,NAN,12.8,9.5,NAN
4241,hyeral,Hieronyma alchorneoides,MullerLandauBCI2014,BCI50ha,20150624,4301,3.1,88.2,39.25999832,248.7
4242,hyeral,Hieronyma alchorneoides,BohlmanBCI1997,BCI50ha,NAN,5331,NAN,98.5,32.9,307.907496
4243,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,2920,NAN,88.2,39.8,NAN
4244,hyeral,Hieronyma alchorneoides,BohlmanBCI1997,BCI50ha,NAN,5686,NAN,105.8,36.9,488.5204851
4245,hyeral,Hieronyma alchorneoides,MullerLandauBCI2014,BCI50ha,20150921,5202,4.9,84.4,30.16399956,233.7
4246,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,156687,NAN,19.8,15.21001935,NAN
4247,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,421333,NAN,2.4,4.62,NAN
4248,hyeral,Hieronyma alchorneoides,MullerLandauBCI2014,BCI50ha,20150522,5331,4.05,96.7,35.02600098,280.6
4249,hyeral,Hieronyma alchorneoides,MullerLandauBCI2014,BCI50ha,20150304,3107,4,84,32.29499817,452.7
4250,hyeral,Hieronyma alchorneoides,MullerLandauBCI2014,BCI50ha,20150423,7916,3.4,47.8,29.81599998,96.6
4251,hyeral,Hieronyma alchorneoides,WrightBCI2007,BCI50ha,NAN,4301,NAN,85.6,34.13637777,295.1572781
4252,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,416500,NAN,6.2,8.7,NAN
4253,hyeral,Hieronyma alchorneoides,WrightBCI2007,BCI50ha,NAN,5331,NAN,95.2,34.91761975,293.2354778
4254,hyeral,Hieronyma alchorneoides,BohlmanBCI1997,BCI50ha,NAN,4366,NAN,111.5,29.4,213.3066014
4255,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,419002,NAN,5.3,7.86,NAN
4256,hyeral,Hieronyma alchorneoides,BohlmanBCI1997,BCI50ha,NAN,5202,NAN,83.2,29.9,399.0227936
4257,hyeral,Hieronyma alchorneoides,MullerLandauBCI2014,BCI50ha,20150625,1881,4,86.9,31.39500046,294.5
4258,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,251448,NAN,22.5,15.5,NAN
4259,hyeral,Hieronyma alchorneoides,MullerLandauBCI2014,BCI50ha,20150522,5686,4.5,106.9,36.70899963,513.4
4260,hyeral,Hieronyma alchorneoides,MullerLandauBCI2014,BCI50ha,20150330,4043,4.9,82.3,36.74900055,146.6
4261,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,249257,NAN,4.4,9.5,NAN
4262,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,4789,NAN,57.8,25.4,NAN
4263,hyeral,Hieronyma alchorneoides,WrightBCI2007,BCI50ha,NAN,3107,NAN,82.8,32.25335362,359.6809429
4264,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,5202,NAN,84.4,31.6,NAN
4265,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,5146,NAN,47,30.84442802,NAN
4266,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,165060,NAN,4,8.3,NAN
4267,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,3107,NAN,82.2,33.8219616,NAN
4268,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,104897,NAN,2.3,5.36,NAN
4269,hyeral,Hieronyma alchorneoides,BohlmanBCI1997,BCI50ha,NAN,7916,NAN,43.4,27.37,99.57874818
4270,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,4366,NAN,86.6,20.5,NAN
4271,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,1881,NAN,86.9,29.5,NAN
4272,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,4043,NAN,82.3,36.9,NAN
4273,hyeral,Hieronyma alchorneoides,MullerLandauBCI2014,BCI50ha,20150304,3158,3.25,61.4,29.4640007,276.3
4274,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,7916,NAN,47.8,30.9,NAN
4275,hyeral,Hieronyma alchorneoides,WrightBCI2007,BCI50ha,NAN,2920,NAN,84.6,34.75253535,191.3445927
4276,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,3158,NAN,54.7,29.1534282,NAN
4277,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,193165,NAN,14.5,11.1,NAN
4278,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,3158,NAN,61.4,32,NAN
4279,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,3971,NAN,83.6,35.4,NAN
4280,hyeral,Hieronyma alchorneoides,MullerLandauBCI2014,BCI50ha,20150624,3971,3.4,83.6,38.95600128,153.9
4281,hyeral,Hieronyma alchorneoides,MullerLandauBCI2014,BCI50ha,20150914,2314,1.3,69,26.47299957,142.9
4282,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,113761,NAN,24.1,19.32482524,NAN
4283,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,198969,NAN,19,9.75,NAN
4284,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,2314,NAN,69,24.3,NAN
4285,hyeral,Hieronyma alchorneoides,MullerLandauBCI2000,BCI50ha,NAN,4789,NAN,55.9,23.33165384,NAN
4286,ingago,Inga goldmanii,WrightBCI2007,BCI50ha,NAN,4895,NAN,31.2,24.00701429,72.081016
4287,ingago,Inga goldmanii,WrightBCI2007,BCI50ha,NAN,161965,NAN,41.3,25.28283053,97.94940533
4288,ingago,Inga goldmanii,MullerLandauBCI2000,BCI50ha,NAN,239719,NAN,18.9,13.3,NAN
4289,ingago,Inga goldmanii,MullerLandauBCI2000,BCI50ha,NAN,21522,NAN,29.1,13.9,NAN
4290,ingago,Inga goldmanii,WrightBCI2007,BCI50ha,NAN,181046,NAN,21.8,NAN,NAN
4291,ingago,Inga goldmanii,WrightBCI2007,BCI50ha,NAN,162044,NAN,27.9,20.37880715,57.88559215
4292,ingago,Inga goldmanii,WrightBCI2007,BCI50ha,NAN,116980,NAN,27,21.43592694,118.8780968
4293,ingama,Inga margiNANta,MullerLandauBCI2000,BCI50ha,NAN,446310,NAN,33.1,23.5,NAN
4294,ingama,Inga margiNANta,MullerLandauBCI2000,BCI50ha,NAN,276631,NAN,18.3,18.2417318,NAN
4295,ingama,Inga margiNANta,MullerLandauBCI2000,BCI50ha,NAN,210946,NAN,24.7,18.18766212,NAN
4296,ingama,Inga margiNANta,MullerLandauBCI2000,BCI50ha,NAN,272209,NAN,38.3,26.48477068,NAN
4297,ingama,Inga margiNANta,BohlmanBCI1997,BCI50ha,NAN,5613,NAN,32,18.2,NAN
4298,ingama,Inga margiNANta,MullerLandauBCI2000,BCI50ha,NAN,173746,NAN,51.5,22.9,NAN
4299,ingama,Inga margiNANta,MullerLandauBCI2000,BCI50ha,NAN,402576,NAN,6.7,11,NAN
4300,ingama,Inga margiNANta,MullerLandauBCI2000,BCI50ha,NAN,39119,NAN,29.5,22.1,NAN
4301,ingama,Inga margiNANta,MullerLandauBCI2000,BCI50ha,NAN,514089,NAN,4,6.96,NAN
4302,ingama,Inga margiNANta,MullerLandauBCI2000,BCI50ha,NAN,411676,NAN,1.7,4.9,NAN
4303,ingama,Inga margiNANta,MullerLandauBCI2000,BCI50ha,NAN,433296,NAN,12.8,11.49390827,NAN
4304,ingama,Inga margiNANta,MullerLandauBCI2000,BCI50ha,NAN,146601,NAN,45.2,25.6,NAN
4305,ingama,Inga margiNANta,WrightBCI2007,BCI50ha,NAN,272209,NAN,38.1,29.48665985,NAN
4306,ingama,Inga margiNANta,WrightBCI2007,BCI50ha,NAN,146601,NAN,39.5,24.54712186,172.4988836
4307,ingama,Inga margiNANta,WrightBCI2007,BCI50ha,NAN,248291,NAN,41.8,21.13201885,279.2917544
4308,ingama,Inga margiNANta,MullerLandauBCI2000,BCI50ha,NAN,194349,NAN,38.2,21.1,NAN
4309,ingama,Inga margiNANta,MullerLandauBCI2000,BCI50ha,NAN,503257,NAN,2,5.1,NAN
4310,ingama,Inga margiNANta,MullerLandauBCI2000,BCI50ha,NAN,122625,NAN,17.2,16.4,NAN
4311,ingama,Inga margiNANta,OBrienBCI1993,BCI50ha,NAN,170064,NAN,29.8,18.46,89.58439947
4312,ingama,Inga margiNANta,WrightBCI2007,BCI50ha,NAN,56336,NAN,59.8,22.97285789,318.5728889
4313,ingama,Inga margiNANta,WrightBCI2007,BCI50ha,NAN,79172,NAN,59.2,23.35301771,108.1266378
4314,ingama,Inga margiNANta,MullerLandauBCI2000,BCI50ha,NAN,289446,NAN,15,18.12768986,NAN
4315,ingama,Inga margiNANta,MullerLandauBCI2000,BCI50ha,NAN,82303,NAN,39,25.8,NAN
4316,ingas1,Inga acumiNANta,WrightBCI2007,BCI50ha,NAN,10356,NAN,22,15.2,40.58588928
4317,ingas1,Inga acumiNANta,WrightBCI2007,BCI50ha,NAN,61189,NAN,25.6,16.00535324,136.7293187
4318,ingas1,Inga acumiNANta,WrightBCI2007,BCI50ha,NAN,635126,NAN,2.2,6,1.617311533
4319,ingas1,Inga acumiNANta,WrightBCI2007,BCI50ha,NAN,76646,NAN,19.5,14.51317632,102.4886047
4320,ingas1,Inga acumiNANta,MullerLandauBCI2000,BCI50ha,NAN,180850,NAN,14.5,14,NAN
4321,ingas1,Inga acumiNANta,WrightBCI2007,BCI50ha,NAN,120638,NAN,20,13.97,NAN
4322,ingas1,Inga acumiNANta,WrightBCI2007,BCI50ha,NAN,40446,NAN,19.3,NAN,62.70165369
4323,ingas1,Inga acumiNANta,WrightBCI2007,BCI50ha,NAN,126401,NAN,15.5,14.09,54.59141707
4324,ingasa,Inga sapindoides,MullerLandauBCI2000,BCI50ha,NAN,76575,NAN,31.4,20.7,NAN
4325,ingasa,Inga sapindoides,WrightBCI2007,BCI50ha,NAN,269635,NAN,23.5,22.17690071,75.20988841
4326,ingasa,Inga sapindoides,MullerLandauBCI2000,BCI50ha,NAN,167114,NAN,30,20.2,NAN
4327,ingasa,Inga sapindoides,WrightBCI2007,BCI50ha,NAN,79197,NAN,27.7,17.79588152,103.8689071
4328,ingasa,Inga sapindoides,WrightBCI2007,BCI50ha,NAN,167114,NAN,28.3,22.78638242,NAN
4329,ingasa,Inga sapindoides,WrightBCI2007,BCI50ha,NAN,136738,NAN,19.8,19.17805702,40.13547465
4330,ingasa,Inga sapindoides,MullerLandauBCI2000,BCI50ha,NAN,202777,NAN,16.9,9.7,NAN
4331,ingasa,Inga sapindoides,WrightBCI2007,BCI50ha,NAN,76575,NAN,30.2,21.36267791,72.14122148
4332,ingasp,Inga spectabilis,WrightBCI2007,BCI50ha,NAN,442192,NAN,26.8,14.60734573,67.59559106
4333,ingasp,Inga spectabilis,MullerLandauBCI2000,BCI50ha,NAN,253219,NAN,32.1,21.7,NAN
4334,ingasp,Inga spectabilis,WrightBCI2007,BCI50ha,NAN,253219,NAN,31.7,21.47547729,NAN
4335,ingasp,Inga spectabilis,WrightBCI2007,BCI50ha,NAN,1411,NAN,34.4,20.92807148,120.8184791
4336,ingasp,Inga spectabilis,WrightBCI2007,BCI50ha,NAN,241496,NAN,39,20.89191742,96.72532302
4337,ingasp,Inga spectabilis,WrightBCI2007,BCI50ha,NAN,241646,NAN,24.1,14.8,17.11033587
4338,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,7817,NAN,3.7,6.75,NAN
4339,ingaum,Inga umbellifera,WrightBCI2007,BCI50ha,NAN,123263,NAN,12.4,12.795,31.17245311
4340,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,9876,NAN,4.3,6.2,NAN
4341,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,7878,NAN,5,7.33,NAN
4342,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,5687,NAN,10.3,12.51,NAN
4343,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,46763,NAN,2.2,5.45,NAN
4344,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,8084,NAN,5.5,8.75,NAN
4345,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,8874,NAN,2.7,5.69,NAN
4346,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,46898,NAN,3.2,8.4,NAN
4347,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,11577,NAN,2.6,5.99,NAN
4348,ingaum,Inga umbellifera,MullerLandauBCI2000,BCI50ha,NAN,232738,NAN,11,11.77054981,NAN
4349,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,8785,NAN,5.4,7.7,NAN
4350,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,8747,NAN,6.3,9.37,NAN
4351,ingaum,Inga umbellifera,WrightBCI2007,BCI50ha,NAN,232738,NAN,11.4,12.54,41.68204264
4352,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,9446,NAN,1.3,3.34,NAN
4353,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,10810,NAN,3.4,8.54,NAN
4354,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,9810,NAN,3.2,7.35,NAN
4355,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,9678,NAN,3.9,9.25,NAN
4356,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,7331,NAN,1.9,4.6,NAN
4357,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,47115,NAN,3.8,7.9,NAN
4358,ingaum,Inga umbellifera,WrightBCI2007,BCI50ha,NAN,144268,NAN,10,NAN,23.65042491
4359,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,9456,NAN,2.3,4.84,NAN
4360,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,10602,NAN,1.7,6.24,NAN
4361,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,47894,NAN,2.9,6.35,NAN
4362,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,8754,NAN,3.3,6.9,NAN
4363,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,9529,NAN,2.8,5.98,NAN
4364,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,10402,NAN,4.2,7.11,NAN
4365,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,9480,NAN,2.5,5.16,NAN
4366,ingaum,Inga umbellifera,MullerLandauBCI2000,BCI50ha,NAN,144268,NAN,9.7,9.4,NAN
4367,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,10739,NAN,2.3,7.44,NAN
4368,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,8452,NAN,1,4.14,NAN
4369,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,6605,NAN,3,5.89,NAN
4370,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,10085,NAN,4.2,9.16,NAN
4371,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,6957,NAN,2.9,7.04,NAN
4372,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,6591,NAN,3.1,5.74,NAN
4373,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,10080,NAN,1.8,4.95,NAN
4374,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,8107,NAN,2.1,6.34,NAN
4375,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,5438,NAN,2.3,5.27,NAN
4376,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,6298,NAN,2.3,5.74,NAN
4377,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,47351,NAN,3.3,5.24,NAN
4378,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,11044,NAN,3.7,8.1,NAN
4379,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,8219,NAN,5.1,7.3,NAN
4380,ingaum,Inga umbellifera,WrightBCI2007,BCI50ha,NAN,247763,NAN,10,NAN,NAN
4381,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,11833,NAN,5,7.31,NAN
4382,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,10211,NAN,3.9,6.24,NAN
4383,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,531541,NAN,2.2,7.41,NAN
4384,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,46801,NAN,2.7,6.19,NAN
4385,ingaum,Inga umbellifera,WrightBCI2007,BCI50ha,NAN,242650,NAN,10,NAN,NAN
4386,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,47118,NAN,3.9,6.94,NAN
4387,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,10150,NAN,4.9,7.4,NAN
4388,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,6571,NAN,1.7,4.77,NAN
4389,ingaum,Inga umbellifera,MullerLandauBCI2000,BCI50ha,NAN,92293,NAN,12.4,10.44,NAN
4390,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,9783,NAN,1.8,3.8,NAN
4391,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,47285,NAN,3.1,7.78,NAN
4392,ingaum,Inga umbellifera,WrightGigante1998,Gigante,NAN,8409,NAN,1.2,3.28,NAN
4393,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,3524,NAN,38.6,26.21,NAN
4394,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,2051,NAN,54.6,26.26,NAN
4395,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,8193,NAN,72,27.4,NAN
4396,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,604049,NAN,2.3,5.65,NAN
4397,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,411,NAN,26.5,24.61,NAN
4398,jac1co,Jacaranda copaia,MullerLandauBCI2014,BCI50ha,20150428,6802,3,80.7,34.11299896,162.4
4399,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,6802,NAN,80.7,35.9,NAN
4400,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,7708,NAN,86.1,35.5,NAN
4401,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,3523,NAN,21.9,22.31,NAN
4402,jac1co,Jacaranda copaia,BohlmanBCI1997,BCI50ha,NAN,7616,NAN,87,33.9,209.1848318
4403,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,203,NAN,37,27.48,NAN
4404,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,3894,NAN,45.3,25.91,NAN
4405,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,192,NAN,55.8,29.1,NAN
4406,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,276796,NAN,10,16,NAN
4407,jac1co,Jacaranda copaia,WrightBCI2007,BCI50ha,NAN,7708,NAN,85.2,30.80899575,251.0071558
4408,jac1co,Jacaranda copaia,MullerLandauBCI2014,BCI50ha,20150830,194113,1.3,32.1,29.16200066,74.1
4409,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,3740,NAN,38.6,22.83,NAN
4410,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,3896,NAN,63,30.6,NAN
4411,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,3571,NAN,62,30.5,NAN
4412,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,246710,NAN,34,18.3,NAN
4413,jac1co,Jacaranda copaia,BohlmanBCI1997,BCI50ha,NAN,7937,NAN,72.1,33.9,173.8984631
4414,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,601,NAN,32.9,26.71,NAN
4415,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,257705,NAN,48.6,26.1,NAN
4416,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,560,NAN,32.2,21.41,NAN
4417,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,421138,NAN,19,16.8,NAN
4418,jac1co,Jacaranda copaia,MullerLandauBCI2014,BCI50ha,20150603,192,1.3,55.8,29.23399925,94.5
4419,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,408,NAN,41,21.84,NAN
4420,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,5309,NAN,68,37.5,NAN
4421,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,3061,NAN,53.1,29.56,NAN
4422,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,6277,NAN,83,31.9,NAN
4423,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,6898,NAN,60.5,34.1,NAN
4424,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,415,NAN,54.2,27.3,NAN
4425,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,185937,NAN,47,28.9,NAN
4426,jac1co,Jacaranda copaia,MullerLandauBCI2014,BCI50ha,20150424,257705,1.3,48.6,28.00900078,178.9
4427,jac1co,Jacaranda copaia,MullerLandauBCI2014,BCI50ha,20150423,7708,4,78.7,35.51900101,260.2
4428,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,4992,NAN,86.5,33.44954911,NAN
4429,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,7708,NAN,78.7,36.7,NAN
4430,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,6901,NAN,62,33.9,NAN
4431,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,206350,NAN,50.3,29.1,NAN
4432,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,7579,NAN,54.9,28.5,NAN
4433,jac1co,Jacaranda copaia,MullerLandauBCI2014,BCI50ha,20150416,206389,1.3,25.1,28.21100044,7.4
4434,jac1co,Jacaranda copaia,MullerLandauBCI2014,BCI50ha,20150622,5308,3,102.5,36.2519989,437.9
4435,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,2237,NAN,30.7,24.46,NAN
4436,jac1co,Jacaranda copaia,WrightBCI2007,BCI50ha,NAN,5308,NAN,93.9,35.57690736,263.5972166
4437,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,5669,NAN,63.9,29.9,NAN
4438,jac1co,Jacaranda copaia,BohlmanBCI1997,BCI50ha,NAN,3488,NAN,137.3,30.15,411.1515403
4439,jac1co,Jacaranda copaia,WrightBCI2007,BCI50ha,NAN,6465,NAN,84.8,33.84183667,NAN
4440,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,2372,NAN,1.7,4.02,NAN
4441,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,2048,NAN,55.2,26.48,NAN
4442,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,4127,NAN,42.2,23.88,NAN
4443,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,206389,NAN,25.1,26.7,NAN
4444,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,3737,NAN,44.1,25.23,NAN
4445,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,6586,NAN,5.2,9.69,NAN
4446,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,5308,NAN,102.5,35.7,NAN
4447,jac1co,Jacaranda copaia,BohlmanBCI1997,BCI50ha,NAN,183737,NAN,37.4,21.9,48.52158438
4448,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,3562,NAN,51.4,31,NAN
4449,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,2656,NAN,33.8,24.78,NAN
4450,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,3209,NAN,57.8,31.43,NAN
4451,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,1250,NAN,54.7,31.43,NAN
4452,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,194113,NAN,32.1,26.5,NAN
4453,jac1co,Jacaranda copaia,MullerLandauBCI2000,BCI50ha,NAN,536205,NAN,10,14.8,NAN
4454,jac1co,Jacaranda copaia,MullerLandauBCI2014,BCI50ha,20150622,5885,2,66.7,32.98899841,170.7
4455,jac1co,Jacaranda copaia,WrightGigante1998,Gigante,NAN,1375,NAN,39.9,24.15,NAN
4456,jac1co,Jacaranda copaia,MullerLandauBCI2014,BCI50ha,20150416,206350,1.3,50.3,29.57099915,93.7
